"sid","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"3128",0.08,0.05,0.02,0.01,0.05,0.02,0.04,0.08,0.4,0.28,0.11,0.18,0.08,0.23,0.12,0.11,0.08,0.18,0.31,0.24,0.24,0.08,0.06,0.14
"3129",0.65,0.34,0.23,0.11,0.09,0.05,0.1,0.54,1.55,1.6,0.72,0.74,1.02,1.31,1.19,1.7,1.66,2.94,3.95,3.31,1.84,1.51,0.95,0.81
"3130",0.05,0.03,0.05,NA,0.02,NA,NA,0.03,0.04,0.03,0.05,0.03,0.07,0.05,0.07,0.05,0.11,0.09,0.21,0.16,0.09,0.09,0.08,0.1
"3132",0.09,0.03,0.02,0.02,0.02,0.27,2.05,4.97,8.23,3.62,1.69,1.62,2.2,2.6,2.4,2.11,2.4,2.47,2.25,0.97,0.57,0.37,0.3,0.24
"3133",0.08,0.08,0.04,0.02,NA,0.02,0.15,0.55,0.69,0.84,0.6,0.84,0.97,0.82,0.95,0.99,0.78,1.35,1.39,1.04,0.5,0.31,0.16,0.09
"3134",0.3,0.1,0.03,0.03,0.02,0.18,0.46,1.64,3.9,2.66,1.56,1.38,1.76,1.53,1.6,2.14,2.51,3.92,3.94,2.29,1.65,1.05,0.69,0.7
"3135",0.42,0.24,0.16,0.18,0.02,0.1,0.47,1.13,1.46,0.97,1.08,1.15,1.37,1.45,1.79,2.73,3.44,6.33,6.35,3.94,1.95,1.29,1.13,0.79
"3136",0.05,0.03,0.03,0.01,0.01,0.04,1.27,1.64,3.71,4.5,2.39,2.47,3.05,2.87,2.85,2.59,3.21,1.92,1.81,0.79,0.44,0.24,0.29,0.05
"3137",0.09,0.08,0.02,0.01,0.04,0.08,0.92,1.36,1.72,1.85,2.43,3.12,4.22,4.43,3.95,4.81,4.22,2.87,2,0.96,0.4,0.39,0.26,0.22
"3138",0.02,NA,NA,NA,NA,0.01,0.11,0.05,0.09,0.1,0.16,0.12,0.08,0.05,0.06,0.08,0.19,0.08,0.15,0.02,0.06,0.03,0.02,0.02
"3139",0.2,0.06,0.01,0.03,NA,0.1,0.73,1.26,2.66,1.89,1.73,2.1,1.96,2.69,2.17,2.27,2.34,3.63,4.19,2.26,1.03,0.56,0.47,0.34
"3140",0.56,0.3,0.14,0.17,0.05,0.11,0.27,1.82,2.11,1.73,1.96,1.38,2.45,2.68,3.12,3.24,5.38,10.19,10.1,4.95,3.32,3,2.18,1.22
"3141",0.98,0.23,0.14,0.05,0.05,0.71,3.47,9.17,14.39,10.2,5.71,4.34,3.99,4.4,5.21,4.48,5.55,9.43,11.14,6.31,4.6,3.29,2.54,1.79
"3142",0.75,0.3,0.15,0.09,0.04,0.15,0.92,2.23,3.17,1.91,1.68,2.18,2.14,2.21,2.46,3.31,3.84,6.47,9.07,4.63,3.61,2.27,2.21,1.43
"3143",0.15,0.11,0.37,0.05,0.01,0.06,0.15,0.73,1.2,1.76,2.95,3.83,4.43,4.2,4.17,4.07,3.56,2.78,1.98,0.91,0.44,0.32,0.32,0.52
"3144",0.11,0.14,0.02,NA,NA,0.02,0.14,0.82,0.95,1.15,1.06,1.5,1.72,1.78,1.42,1.37,1.79,2.27,2.63,1.76,0.96,0.53,0.39,0.34
"3145",0.4,0.24,0.05,0.04,0.03,0.16,0.7,1.34,2.77,1.92,2.54,2.63,3.66,4.15,4.47,4.37,4.63,6.49,6.84,3.96,1.92,1.6,0.94,0.47
"3146",0.18,0.25,0.06,0.02,0.03,0.18,0.31,0.32,0.91,0.55,0.46,0.52,0.69,0.82,0.95,0.93,1.57,2.33,3.78,3.11,1.65,0.98,0.67,0.4
"3147",0.31,0.12,0.08,0.02,0.08,0.17,1.24,2.28,4.09,2.53,1.74,1.73,2.17,2.46,2.69,2.73,3.66,5.61,5.79,3.27,2.21,1.62,1.05,0.86
"3148",0.23,0.17,0.1,0.04,0.02,0.08,0.39,0.55,0.95,1.18,0.76,0.88,1.08,1.57,1.69,2.3,3.02,5.01,4.52,2.24,1.4,0.93,0.63,0.37
"3149",0.2,0.05,0.02,0.02,0.05,0.02,0.07,0.1,0.2,0.24,0.18,0.31,0.47,0.43,0.47,0.56,0.95,2.36,3.95,1.74,0.97,0.62,0.49,0.31
"3150",0.61,0.31,0.08,0.03,0.03,0.27,0.37,0.82,0.76,0.6,0.49,0.53,0.83,1.07,1.11,1.44,1.98,4.8,7.31,7.12,4.3,2.82,1.76,1.15
"3151",0.18,0.07,0.05,0.01,0.02,0.15,0.12,0.17,0.2,0.18,0.2,0.18,0.31,0.31,0.34,0.47,0.61,0.85,1.63,1.49,1.05,0.99,0.73,0.31
"3153",0.01,0.02,NA,NA,NA,NA,0.02,0.02,0.13,0.1,0.02,0.09,0.12,0.11,0.14,0.18,0.18,0.34,0.24,0.17,0.12,0.11,0.08,0.06
"3154",0.07,0.01,0.01,NA,0.01,0.05,0.6,0.88,1.39,0.6,0.37,0.44,0.5,0.55,0.66,0.73,0.89,0.96,1.2,0.82,0.56,0.24,0.16,0.15
"3155",0.09,0.02,0.04,0.01,0.01,0.28,0.54,1.27,2.95,2.31,1.11,1.05,1.24,1.03,0.93,1.04,1.45,1.72,1.69,1.1,0.64,0.28,0.18,0.2
"3156",0.31,0.23,0.06,0.04,0.04,0.64,1.99,6.22,7.66,5.08,2.4,2.42,2.41,2.46,2.67,3.31,3.58,6.43,8.44,5.82,3.36,2.2,1.53,0.86
"3157",0.04,0.07,0.02,0.02,0.01,0.08,0.11,0.2,0.38,0.19,0.24,0.38,0.37,0.53,0.52,0.68,0.6,1.05,1.64,1.12,0.6,0.37,0.23,0.16
"3158",0.22,0.15,0.03,0.03,0.02,0.46,1.11,2,2.4,4.22,2.69,2.3,3.01,3,3.21,3.18,3.85,6.02,6.85,5.21,2.09,1.5,0.85,0.47
"3159",0.19,0.16,0.05,0.07,0.02,0.34,0.79,1.4,3,2.73,2.26,2.31,2.69,3,3.23,3.2,3.94,6.89,7.48,4.48,2.21,1.69,0.85,0.58
"3160",0.16,0.02,0.05,0.02,0.02,NA,0.02,0.18,1.16,0.89,1.4,2.37,2.85,3.05,2.91,2.69,2.89,2.95,3.35,1.98,1.21,0.84,0.75,0.42
"3161",0.2,0.11,0.03,NA,0.01,0.02,0.15,0.39,0.61,0.5,0.73,0.78,0.63,0.76,1.15,1.15,1.28,2.62,3.15,2.13,1.14,0.91,0.53,0.5
"3162",0.12,0.05,NA,NA,0.02,0.11,0.09,0.45,0.65,0.81,0.53,0.53,0.85,0.85,0.97,1.53,1.56,2.15,2.42,1.57,0.92,0.91,0.48,0.33
"3163",0.24,0.14,0.05,0.04,0.02,0.02,0.15,1.03,1.18,1.4,1.81,2.36,2.58,2.24,2.28,2.38,2.92,3.54,3.22,2.16,1.22,0.98,0.82,0.37
"3164",0.44,0.12,0.03,0.08,0.05,0.19,0.47,1.47,1.8,1.58,1.68,2.18,2.48,2.92,3.59,3.61,4.48,6.92,7.53,4.63,3.3,2.24,1.37,0.95
"3165",0.39,0.11,0.06,0.05,0.05,0.17,0.15,0.66,1.15,1.69,2.37,4.19,5.32,5.3,4.96,5.43,5.55,5.56,5.48,3.1,1.47,1.14,0.79,0.46
"3166",0.16,0.09,0.05,0.02,0.01,0.02,0.27,0.49,1.07,0.89,0.64,0.9,1,1.44,1.26,1.92,1.85,3.63,4.1,2.47,1.22,0.91,0.73,0.42
"3167",0.21,0.05,0.05,0.02,0.03,0.19,0.57,1.34,1.77,1.45,1.35,1.44,1.77,1.65,2.21,2.12,3.46,5.89,6.12,4.21,2.68,2.08,1.17,0.66
"3168",0.15,0.05,0.02,0.01,0.01,0.02,0.04,1.1,0.85,1.08,1.62,2.53,3.36,4.08,4.54,4.81,4.71,4.79,4.23,2.03,1.18,0.79,0.38,0.33
"3169",0.24,0.08,0.05,0.03,NA,NA,0.06,0.26,0.87,0.85,0.77,1.25,1.11,1.4,2.47,2.69,2.94,3.8,5.86,3.44,1.31,0.98,0.84,0.47
"3170",0.44,0.11,0.05,NA,NA,0.03,0.16,0.62,1.13,1.01,1.15,1.65,1.92,2.04,2.66,2.64,3.19,4.67,5.82,4.34,2.69,1.85,1.11,0.86
"3171",0.24,0.15,0.08,0.02,0.02,NA,0.08,0.42,0.31,0.57,0.32,0.55,0.8,1,1.16,1.13,1.26,2.2,2.54,2.15,1.51,1.14,1,0.57
"3172",0.3,0.1,0.07,0.01,NA,0.03,0.08,0.32,0.89,0.73,0.96,0.98,1.06,1.44,1.4,1.65,2.02,3.8,4.21,2.84,1.88,1.43,1,0.69
"3173",0.11,0.03,0.03,0.01,0.04,0.02,0.09,0.3,0.62,0.6,0.6,0.69,0.82,1.08,1.62,1.8,1.98,3.38,3.89,2.44,1.37,1.02,0.7,0.4
"3175",0.42,0.18,0.08,0.03,0.05,0.33,0.48,1.85,2.02,1.33,1.4,1.4,1.92,2.21,3.24,2.62,3.74,6.49,6.95,3.75,2.44,1.98,1.37,0.78
"3176",0.46,0.37,0.11,0.46,0.02,0.04,0.93,1,0.94,1.17,0.81,0.99,0.93,1.18,1.56,1.82,2.02,4.56,5.92,3.4,2.46,1.76,1.12,0.77
"3177",0.67,0.33,0.08,0.05,0.02,0.15,0.22,0.41,1.46,1.63,1.21,1.68,1.65,2.13,2.58,3.34,4.6,6.63,9.82,7.18,3.97,2.81,2.34,1.4
"3178",0.13,0.08,0.02,0.02,0.02,0.01,0.12,0.42,0.52,0.5,0.65,0.93,0.81,1.21,1.83,1.99,1.99,2.94,3.57,2.64,1.34,0.92,0.77,0.37
"3179",0.08,0.05,0.03,NA,NA,0.02,0.04,0.09,0.26,0.24,0.29,0.21,0.16,0.18,0.19,0.11,0.15,0.19,0.23,0.29,0.21,0.1,0.05,0.08
"3180",0.28,0.04,0.06,0.03,NA,0.02,0.05,0.08,0.33,0.26,0.24,0.56,0.74,0.89,0.9,1.18,0.79,1.01,1.21,1.17,0.88,0.65,0.4,0.39
"3181",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.09,0.37,0.83,0.84,1.15,1.62,1.54,0.92,0.05,NA,NA,NA,NA,NA
"3182",NA,NA,NA,0.01,NA,NA,NA,NA,0.01,0.02,0.12,0.28,0.46,0.67,0.64,0.57,0.72,0.24,0.11,NA,NA,NA,NA,NA
"3183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA
"3187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,NA
"3211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3214",0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3219",NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,0.01,0.01,0.02,NA,NA,NA,NA
"3221",0.01,NA,0.01,NA,NA,NA,0.02,0.16,0.58,1.05,0.24,0.33,0.12,0.2,0.17,0.15,0.19,0.32,0.37,0.21,0.18,0.11,0.09,0.01
"3222",0.21,0.07,0.07,0.05,0.03,0.19,1.58,2.12,4.12,3.39,1.28,1.15,1.06,2.41,1.5,2.05,4.07,6.05,4.67,3.03,1.69,0.92,0.73,0.3
"3223",0.22,0.15,0.05,0.06,0.06,0.06,0.82,3.94,15.03,11.32,3.13,1.99,2.61,2.48,2.18,1.66,1.89,2.63,2.62,1.62,1.47,0.95,0.49,0.47
"3224",0.63,0.17,0.11,0.02,0.05,0.37,0.66,2.15,6.66,9.17,4.61,3.58,4.22,4.05,3.57,4.32,4.39,5.61,7.44,6.94,4.17,2.41,1.79,0.99
"3226",0.18,0.08,0.01,0.02,0.01,0.02,0.03,0.16,0.29,0.26,0.45,0.77,1.21,1.1,1.1,1.38,1.26,2.28,3.03,2.4,1.09,0.95,0.66,0.48
"3229",0.05,0.03,0.02,0.01,0.02,0.05,0.02,0.02,0.12,0.11,0.06,0.11,0.08,0.15,0.18,0.11,0.23,0.21,0.24,0.16,0.14,0.14,0.08,0.07
"3230",NA,NA,NA,NA,NA,0.05,0.15,0.6,1.01,0.73,0.2,0.03,0.05,0.17,0.25,1.82,10.66,37.51,16.79,0.02,NA,NA,NA,NA
"3231",0.1,0.08,0.02,0.02,0.01,0.15,0.63,1.11,2.95,3.87,2.02,2.11,2.3,2.28,2,2.18,2.83,3.63,3.6,1.95,1.11,0.73,0.39,0.27
"3232",0.02,0.01,0.13,0.04,0.02,NA,0.11,0.15,0.29,0.76,0.24,0.29,0.39,0.41,0.37,0.26,0.18,0.31,0.42,0.44,0.21,0.07,0.11,0.08
"3233",0.04,0.05,0.02,0.04,0.04,0.24,2.23,7.21,8.68,3.02,1.73,1.84,2.49,2.75,2.85,2.96,3.47,5.5,2.94,1.5,0.62,0.34,0.21,0.15
"3234",0.13,0.02,0.03,NA,0.1,0.62,2.24,3.5,6.96,6.03,2.59,2.21,2.64,2.62,2.57,2.25,2.34,3.27,2.52,1.24,0.73,0.42,0.21,0.12
"3235",0.23,0.01,0.02,0.01,0.02,0.37,1.54,2.83,6.13,6.23,2.14,1.6,1.78,1.58,1.82,1.55,2.38,5.03,3.47,0.98,0.66,0.25,0.18,0.1
"3236",NA,NA,NA,NA,NA,0.02,0.09,0.13,0.31,0.14,0.01,0.03,0.02,0.05,0.06,0.74,1.89,6.11,4.37,0.06,NA,NA,NA,NA
"3237",0.02,0.01,0.01,NA,0.02,NA,0.01,0.02,0.03,0.05,0.05,0.03,0.08,0.06,0.18,0.05,0.09,0.08,0.1,0.03,0.02,0.03,0.04,0.05
"3238",0.08,0.04,0.02,0.01,0.01,0.01,0.02,0.04,0.06,0.04,0.08,0.08,0.08,0.1,0.12,0.13,0.15,0.31,0.51,0.18,0.17,0.16,0.09,0.09
"3241",0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.01,0.02,0.01,0.01,NA,NA
"3242",NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,0.01,0.01,NA,0.03,0.03,0.02,0.02,0.02,0.03,NA,NA,NA,NA
